function,offset,target addr,instruction,type
xen_remap_pfn,0x1c5,0xffffffff82000820,CALL 0xffffffff82000820,direct call
xen_remap_pfn,0x1da,0xffffffff810292c0,CALL 0xffffffff810292c0,direct call
xen_remap_pfn,0x1f9,,RET,ret
xen_remap_pfn,0x211,0xffffffff810292c0,CALL 0xffffffff810292c0,direct call
xen_flush_tlb,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_flush_tlb,0x10,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_flush_tlb,0x1a,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_flush_tlb,0x1f,ctx->rdx,"MOV dword ptr [RDX],0x6",write other [TODO]
xen_flush_tlb,0x25,ctx->rax,"MOV qword ptr [RAX],0x1a",write other [TODO]
xen_flush_tlb,0x2c,ctx->rax + 0x10,"MOV qword ptr [RAX + 0x10],RDX",write other [TODO]
xen_flush_tlb,0x30,ctx->rax + 0x18,"MOV qword ptr [RAX + 0x18],0x1",write other [TODO]
xen_flush_tlb,0x38,ctx->rax + 0x20,"MOV qword ptr [RAX + 0x20],0x0",write other [TODO]
xen_flush_tlb,0x40,ctx->rax + 0x28,"MOV qword ptr [RAX + 0x28],0x7ff0",write other [TODO]
xen_flush_tlb,0x4f,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_flush_tlb,0x5e,,RET,ret
xen_flush_tlb,0xa6,0xffffffff82000810,CALL 0xffffffff82000810,direct call
xen_flush_tlb,0xac,,RET,ret
xen_flush_tlb_one_user,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_flush_tlb_one_user,0x19,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_flush_tlb_one_user,0x2a,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_flush_tlb_one_user,0x2f,ctx->rdx,"MOV dword ptr [RDX],0x7",write other [TODO]
xen_flush_tlb_one_user,0x38,ctx->rdx + 0x8,"MOV qword ptr [RDX + 0x8],RBX",write other [TODO]
xen_flush_tlb_one_user,0x3c,ctx->rax,"MOV qword ptr [RAX],0x1a",write other [TODO]
xen_flush_tlb_one_user,0x43,ctx->rax + 0x10,"MOV qword ptr [RAX + 0x10],RDX",write other [TODO]
xen_flush_tlb_one_user,0x47,ctx->rax + 0x18,"MOV qword ptr [RAX + 0x18],0x1",write other [TODO]
xen_flush_tlb_one_user,0x4f,ctx->rax + 0x20,"MOV qword ptr [RAX + 0x20],0x0",write other [TODO]
xen_flush_tlb_one_user,0x57,ctx->rax + 0x28,"MOV qword ptr [RAX + 0x28],0x7ff0",write other [TODO]
xen_flush_tlb_one_user,0x66,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_flush_tlb_one_user,0x7d,,RET,ret
xen_flush_tlb_one_user,0x10f,0xffffffff82000810,CALL 0xffffffff82000810,direct call
xen_flush_tlb_one_user,0x119,,RET,ret
xen_pgd_alloc,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_pgd_alloc,0x5e,0xffffffff812ebc30,CALL 0xffffffff812ebc30,direct call
xen_pgd_alloc,0x63,ctx->rbx + 0x28,"MOV qword ptr [RBX + 0x28],RAX",write other [TODO]
xen_pgd_alloc,0xb8,0xffffffff82e4ba68,CALL qword ptr [0xffffffff82e4ba68],in-direct call
xen_pgd_alloc,0xbe,ctx->rdx,"MOV qword ptr [RDX],RAX",write other [TODO]
xen_pgd_alloc,0xc7,0xffffffff810284b0,CALL 0xffffffff810284b0,direct call
xen_pgd_alloc,0x107,,RET,ret
xen_flush_tlb_multi,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_flush_tlb_multi,0x1d,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
xen_flush_tlb_multi,0x23,0xffffffff815f9f70,CALL 0xffffffff815f9f70,direct call
xen_flush_tlb_multi,0x36,ctx->rsi,"MOV RSI,R14",write other [TODO]
xen_flush_tlb_multi,0x39,0xffffffff81601d10,CALL 0xffffffff81601d10,direct call
xen_flush_tlb_multi,0x4b,,RET,ret
xen_flush_tlb_multi,0x9c,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_flush_tlb_multi,0xb1,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_flush_tlb_multi,0xb6,ctx->ecx,"MOV ECX,dword ptr [0xffffffff8311b690]",write other [TODO]
xen_flush_tlb_multi,0xc9,ctx->rdx + 0x10,"MOV qword ptr [RDX + 0x10],RDI",write other [TODO]
xen_flush_tlb_multi,0xd4,0xffffffff815f9b70,CALL 0xffffffff815f9b70,direct call
xen_flush_tlb_multi,0xd9,ctx->rbx,"MOV dword ptr [RBX],0x8",write other [TODO]
xen_flush_tlb_multi,0xf7,ctx->r14,"MOV qword ptr [R14],0x1a",write other [TODO]
xen_flush_tlb_multi,0xfe,ctx->r14 + 0x10,"MOV qword ptr [R14 + 0x10],RBX",write other [TODO]
xen_flush_tlb_multi,0x102,ctx->r14 + 0x18,"MOV qword ptr [R14 + 0x18],0x1",write other [TODO]
xen_flush_tlb_multi,0x10a,ctx->r14 + 0x20,"MOV qword ptr [R14 + 0x20],0x0",write other [TODO]
xen_flush_tlb_multi,0x112,ctx->r14 + 0x28,"MOV qword ptr [R14 + 0x28],0x7ff0",write other [TODO]
xen_flush_tlb_multi,0x121,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_flush_tlb_multi,0x12e,,RET,ret
xen_flush_tlb_multi,0x176,ctx->rbx,"MOV dword ptr [RBX],0x9",write other [TODO]
xen_flush_tlb_multi,0x181,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],RAX",write other [TODO]
xen_extend_mmu_update,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_extend_mmu_update,0x19,0xffffffff8102c640,CALL 0xffffffff8102c640,direct call
xen_extend_mmu_update,0x34,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
xen_extend_mmu_update,0x37,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],RDX",write other [TODO]
xen_extend_mmu_update,0x3f,,RET,ret
xen_extend_mmu_update,0x45,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_extend_mmu_update,0x4d,ctx->rax,"MOV qword ptr [RAX],0x1",write other [TODO]
xen_extend_mmu_update,0x54,ctx->rax + 0x10,"MOV qword ptr [RAX + 0x10],RDX",write other [TODO]
xen_extend_mmu_update,0x58,ctx->rax + 0x18,"MOV qword ptr [RAX + 0x18],0x1",write other [TODO]
xen_extend_mmu_update,0x60,ctx->rax + 0x20,"MOV qword ptr [RAX + 0x20],0x0",write other [TODO]
xen_extend_mmu_update,0x68,ctx->rax + 0x28,"MOV qword ptr [RAX + 0x28],0x7ff0",write other [TODO]
__xen_set_p4d_hyper,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__xen_set_p4d_hyper,0x53,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RSI",write stack
__xen_set_p4d_hyper,0x57,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RBX",write stack
__xen_set_p4d_hyper,0x5b,0xffffffff81029a30,CALL 0xffffffff81029a30,direct call
__xen_set_p4d_hyper,0x65,,RET,ret
__xen_set_p4d_hyper,0xa2,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RSI",write stack
__xen_set_p4d_hyper,0xa6,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
xen_set_p4d,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_p4d,0x15,0xffffffff810284b0,CALL 0xffffffff810284b0,direct call
xen_set_p4d,0x22,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_set_p4d,0x2b,ctx->r12,"MOV qword ptr [R12],R14",write other [TODO]
xen_set_p4d,0x37,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_set_p4d,0x44,ctx->r13,"MOV qword ptr [R13],R14",write other [TODO]
xen_set_p4d,0x4f,,RET,ret
xen_set_p4d,0x98,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_set_p4d,0xa3,0xffffffff81029b00,CALL 0xffffffff81029b00,direct call
xen_set_p4d,0xb3,0xffffffff81029b00,CALL 0xffffffff81029b00,direct call
xen_set_p4d,0xbd,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_set_p4d,0xc9,,RET,ret
xen_ptep_modify_prot_commit,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_ptep_modify_prot_commit,0x1e,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_ptep_modify_prot_commit,0x6e,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],R12",write stack
xen_ptep_modify_prot_commit,0x76,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],R13",write stack
xen_ptep_modify_prot_commit,0x7a,0xffffffff81029a30,CALL 0xffffffff81029a30,direct call
xen_ptep_modify_prot_commit,0x84,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_ptep_modify_prot_commit,0x93,,RET,ret
xen_ptep_modify_prot_commit,0x126,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
__xen_set_pte,0x16,0xffffffff81080830,CALL 0xffffffff81080830,direct call
__xen_set_pte,0x9e,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],R12",write stack
__xen_set_pte,0xab,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RBX",write stack
__xen_set_pte,0xb7,0xffffffff81cfe020,CALL 0xffffffff81cfe020,direct call
__xen_set_pte,0xc6,,RET,ret
__xen_set_pte,0xda,0xffffffff81028900,CALL 0xffffffff81028900,direct call
__xen_set_pte,0x121,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],R12",write stack
__xen_set_pte,0x125,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RBX",write stack
__xen_set_pte,0x129,0xffffffff81029a30,CALL 0xffffffff81029a30,direct call
__xen_set_pte,0x133,0xffffffff81028880,CALL 0xffffffff81028880,direct call
__xen_set_pte,0x142,,RET,ret
__xen_set_pte,0x191,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
__xen_set_pte,0x1a8,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
xen_set_pte,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_pte,0x1b,0xffffffff81029e20,CALL 0xffffffff81029e20,direct call
xen_set_pte,0x25,,RET,ret
xen_set_pud_hyper,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_pud_hyper,0x1d,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_set_pud_hyper,0x25,0xffffffff810232a0,CALL 0xffffffff810232a0,direct call
xen_set_pud_hyper,0x2e,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RBX",write stack
xen_set_pud_hyper,0x32,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
xen_set_pud_hyper,0x36,0xffffffff81029a30,CALL 0xffffffff81029a30,direct call
xen_set_pud_hyper,0x40,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_set_pud_hyper,0x56,,RET,ret
xen_set_pud_hyper,0x57,0xffffffff82000810,CALL 0xffffffff82000810,direct call
xen_set_pud_hyper,0x64,,RET,ret
xen_set_pud,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_pud,0x18,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_set_pud,0x21,ctx->r12,"MOV qword ptr [R12],R13",write other [TODO]
xen_set_pud,0x2a,,RET,ret
xen_set_pud,0x76,0xffffffff8102a080,CALL 0xffffffff8102a080,direct call
xen_set_pud,0x80,,RET,ret
xen_set_pmd_hyper,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_pmd_hyper,0x1d,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_set_pmd_hyper,0x25,0xffffffff810232a0,CALL 0xffffffff810232a0,direct call
xen_set_pmd_hyper,0x2e,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RBX",write stack
xen_set_pmd_hyper,0x32,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
xen_set_pmd_hyper,0x36,0xffffffff81029a30,CALL 0xffffffff81029a30,direct call
xen_set_pmd_hyper,0x40,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_set_pmd_hyper,0x56,,RET,ret
xen_set_pmd_hyper,0x57,0xffffffff82000810,CALL 0xffffffff82000810,direct call
xen_set_pmd_hyper,0x64,,RET,ret
xen_set_pmd,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_pmd,0x18,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_set_pmd,0x21,ctx->r12,"MOV qword ptr [R12],R13",write other [TODO]
xen_set_pmd,0x2a,,RET,ret
xen_set_pmd,0x76,0xffffffff8102a180,CALL 0xffffffff8102a180,direct call
xen_set_pmd,0x80,,RET,ret
xen_extend_mmuext_op,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_extend_mmuext_op,0x19,0xffffffff8102c640,CALL 0xffffffff8102c640,direct call
xen_extend_mmuext_op,0x2f,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
xen_extend_mmuext_op,0x37,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],RAX",write other [TODO]
xen_extend_mmuext_op,0x40,ctx->rbx + 0x10,"MOV qword ptr [RBX + 0x10],RAX",write other [TODO]
xen_extend_mmuext_op,0x48,,RET,ret
xen_extend_mmuext_op,0x4e,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_extend_mmuext_op,0x56,ctx->rax,"MOV qword ptr [RAX],0x1a",write other [TODO]
xen_extend_mmuext_op,0x5d,ctx->rax + 0x10,"MOV qword ptr [RAX + 0x10],RDX",write other [TODO]
xen_extend_mmuext_op,0x61,ctx->rax + 0x18,"MOV qword ptr [RAX + 0x18],0x1",write other [TODO]
xen_extend_mmuext_op,0x69,ctx->rax + 0x20,"MOV qword ptr [RAX + 0x20],0x0",write other [TODO]
xen_extend_mmuext_op,0x71,ctx->rax + 0x28,"MOV qword ptr [RAX + 0x28],0x7ff0",write other [TODO]
xen_do_pin,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_do_pin,0x14,ctx->rbp - 0x18,"MOV dword ptr [RBP + -0x18],EDI",write stack
xen_do_pin,0x1d,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RSI",write stack
xen_do_pin,0x21,0xffffffff8102a280,CALL 0xffffffff8102a280,direct call
xen_do_pin,0x27,,RET,ret
xen_do_pin,0x53,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RSI",write stack
xen_do_pin,0x57,0xffffffff8102a280,CALL 0xffffffff8102a280,direct call
xen_do_pin,0x5d,,RET,ret
xen_do_pin,0x80,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RSI",write stack
xen_do_pin,0x84,0xffffffff8102a280,CALL 0xffffffff8102a280,direct call
xen_do_pin,0x8a,,RET,ret
xen_do_pin,0x8e,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
xen_unpin_page,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_unpin_page,0x49,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_unpin_page,0xa9,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_unpin_page,0xaf,ctx->rsi,"MOV qword ptr [RSI],0xe",write other [TODO]
xen_unpin_page,0xb6,ctx->rsi + 0x10,"MOV qword ptr [RSI + 0x10],RBX",write other [TODO]
xen_unpin_page,0xba,ctx->rsi + 0x18,"MOV qword ptr [RSI + 0x18],RAX",write other [TODO]
xen_unpin_page,0xbe,ctx->rsi + 0x20,"MOV qword ptr [RSI + 0x20],RDX",write other [TODO]
xen_unpin_page,0xd3,0xffffffff8102c7e0,CALL 0xffffffff8102c7e0,direct call
xen_unpin_page,0xe0,,RET,ret
xen_unpin_page,0xe1,,RET,ret
xen_unpin_page,0x12d,0xffffffff81d14f70,CALL 0xffffffff81d14f70,direct call
xen_unpin_page,0x13f,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
xen_unpin_page,0x146,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
__xen_pgd_unpin,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__xen_pgd_unpin,0x19,0xffffffff810284b0,CALL 0xffffffff810284b0,direct call
__xen_pgd_unpin,0x26,0xffffffff81028900,CALL 0xffffffff81028900,direct call
__xen_pgd_unpin,0x53,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
__xen_pgd_unpin,0x88,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
__xen_pgd_unpin,0xac,0xffffffff8102a3f0,CALL 0xffffffff8102a3f0,direct call
__xen_pgd_unpin,0xe1,0xffffffff81028f80,CALL 0xffffffff81028f80,direct call
__xen_pgd_unpin,0xe8,0xffffffff81028880,CALL 0xffffffff81028880,direct call
__xen_pgd_unpin,0xf5,,RET,ret
__xen_pgd_unpin,0x165,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
xen_exit_mmap,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_exit_mmap,0x20,0xffffffff81028700,CALL 0xffffffff81028700,direct call
xen_exit_mmap,0x33,0xffffffff81c68270,CALL 0xffffffff81c68270,direct call
xen_exit_mmap,0x97,0xffffffff8116e6d0,CALL 0xffffffff8116e6d0,direct call
xen_exit_mmap,0x9f,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
xen_exit_mmap,0xac,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
xen_exit_mmap,0xd1,0xffffffff81d14f70,CALL 0xffffffff81d14f70,direct call
xen_exit_mmap,0xde,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_exit_mmap,0xee,0xffffffff81d14ff0,CALL 0xffffffff81d14ff0,direct call
xen_exit_mmap,0x101,,RET,ret
xen_exit_mmap,0x108,ctx->rdi,"MOV RDI,qword ptr [RBP + -0x30]",write other [TODO]
xen_exit_mmap,0x12d,0xffffffff81c8cc30,CALL 0xffffffff81c8cc30,direct call
xen_exit_mmap,0x139,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
xen_exit_mmap,0x148,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
xen_exit_mmap,0x19d,0xffffffff8116e520,CALL 0xffffffff8116e520,direct call
xen_exit_mmap,0x1a6,0xffffffff81c682a0,CALL 0xffffffff81c682a0,direct call
xen_exit_mmap,0x1b6,0xffffffff8102a550,CALL 0xffffffff8102a550,direct call
xen_exit_mmap,0x1c0,0xffffffff82000810,CALL 0xffffffff82000810,direct call
__xen_write_cr3,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__xen_write_cr3,0x3f,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RDI",write stack
__xen_write_cr3,0x47,ctx->rbp - 0x28,"MOV dword ptr [RBP + -0x28],0x5",write stack
__xen_write_cr3,0x4e,0xffffffff8102a280,CALL 0xffffffff8102a280,direct call
__xen_write_cr3,0x53,ctx->gs + 0x1e2e0,"MOV qword ptr GS:[0x1e2e0],R12",write other [TODO]
__xen_write_cr3,0x65,0xffffffff8102c7e0,CALL 0xffffffff8102c7e0,direct call
__xen_write_cr3,0x72,,RET,ret
__xen_write_cr3,0x7f,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RDI",write stack
__xen_write_cr3,0x87,ctx->rbp - 0x28,"MOV dword ptr [RBP + -0x28],0xf",write stack
__xen_write_cr3,0x8e,0xffffffff8102a280,CALL 0xffffffff8102a280,direct call
__xen_write_cr3,0x9b,,RET,ret
__xen_write_cr3,0x12e,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
xen_write_cr3,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_write_cr3,0x16,0xffffffff810284b0,CALL 0xffffffff810284b0,direct call
xen_write_cr3,0x2c,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_write_cr3,0x31,ctx->gs + 0x1e2e0,"MOV qword ptr GS:[0x1e2e0],R12",write other [TODO]
xen_write_cr3,0x41,0xffffffff8102a8b0,CALL 0xffffffff8102a8b0,direct call
xen_write_cr3,0x69,0xffffffff8102a8b0,CALL 0xffffffff8102a8b0,direct call
xen_write_cr3,0x73,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_write_cr3,0x7c,,RET,ret
xen_write_cr3,0x81,0xffffffff8102a8b0,CALL 0xffffffff8102a8b0,direct call
xen_write_cr3,0x8b,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_write_cr3,0x94,,RET,ret
xen_write_cr3,0x95,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
xen_pin_page,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_pin_page,0xd,,RET,ret
xen_pin_page,0x46,ctx->rsp,"MOV qword ptr [RSP],RAX",write stack
xen_pin_page,0x4a,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_pin_page,0xb4,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_pin_page,0xbe,ctx->r15,"MOV qword ptr [R15],0xe",write other [TODO]
xen_pin_page,0xc5,ctx->r15 + 0x18,"MOV qword ptr [R15 + 0x18],RAX",write other [TODO]
xen_pin_page,0xc9,ctx->r15 + 0x10,"MOV qword ptr [R15 + 0x10],RCX",write other [TODO]
xen_pin_page,0xcd,ctx->r15 + 0x20,"MOV qword ptr [R15 + 0x20],RDX",write other [TODO]
xen_pin_page,0xdd,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
xen_pin_page,0xec,0xffffffff8102c7e0,CALL 0xffffffff8102c7e0,direct call
xen_pin_page,0xff,,RET,ret
xen_pin_page,0x14e,0xffffffff81d14f70,CALL 0xffffffff81d14f70,direct call
__xen_pgd_pin,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__xen_pgd_pin,0x17,0xffffffff810284b0,CALL 0xffffffff810284b0,direct call
__xen_pgd_pin,0x24,0xffffffff81028900,CALL 0xffffffff81028900,direct call
__xen_pgd_pin,0x59,0xffffffff81028f80,CALL 0xffffffff81028f80,direct call
__xen_pgd_pin,0x87,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
__xen_pgd_pin,0xbc,0xffffffff8102aac0,CALL 0xffffffff8102aac0,direct call
__xen_pgd_pin,0xd4,0xffffffff8102a350,CALL 0xffffffff8102a350,direct call
__xen_pgd_pin,0xdb,0xffffffff81028880,CALL 0xffffffff81028880,direct call
__xen_pgd_pin,0xe6,,RET,ret
__xen_pgd_pin,0x10b,0xffffffff8102aac0,CALL 0xffffffff8102aac0,direct call
xen_activate_mm,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_activate_mm,0x17,0xffffffff81d14f70,CALL 0xffffffff81d14f70,direct call
xen_activate_mm,0x24,0xffffffff8102ac20,CALL 0xffffffff8102ac20,direct call
xen_activate_mm,0x2c,0xffffffff81d14ff0,CALL 0xffffffff81d14ff0,direct call
xen_activate_mm,0x36,,RET,ret
xen_dup_mmap,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_dup_mmap,0x17,0xffffffff81d14f70,CALL 0xffffffff81d14f70,direct call
xen_dup_mmap,0x24,0xffffffff8102ac20,CALL 0xffffffff8102ac20,direct call
xen_dup_mmap,0x2c,0xffffffff81d14ff0,CALL 0xffffffff81d14ff0,direct call
xen_dup_mmap,0x36,,RET,ret
xen_release_ptpage,0x3a,,RET,ret
xen_release_ptpage,0x83,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_release_ptpage,0xb7,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_release_ptpage,0xed,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_release_ptpage,0xf3,ctx->rsi,"MOV qword ptr [RSI],0xe",write other [TODO]
xen_release_ptpage,0xfa,ctx->rsi + 0x10,"MOV qword ptr [RSI + 0x10],R14",write other [TODO]
xen_release_ptpage,0xfe,ctx->rsi + 0x18,"MOV qword ptr [RSI + 0x18],RAX",write other [TODO]
xen_release_ptpage,0x102,ctx->rsi + 0x20,"MOV qword ptr [RSI + 0x20],0x0",write other [TODO]
xen_release_ptpage,0x111,0xffffffff81028880,CALL 0xffffffff81028880,direct call
xen_release_ptpage,0x124,,RET,ret
xen_release_ptpage,0x18a,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_release_ptpage,0x18f,ctx->rdx,"MOV dword ptr [RDX],0x4",write other [TODO]
xen_release_ptpage,0x1ab,ctx->r14 + 0x8,"MOV qword ptr [R14 + 0x8],RAX",write other [TODO]
xen_release_ptpage,0x1af,ctx->r12,"MOV qword ptr [R12],0x1a",write other [TODO]
xen_release_ptpage,0x1b7,ctx->r12 + 0x10,"MOV qword ptr [R12 + 0x10],R14",write other [TODO]
xen_release_ptpage,0x1bc,ctx->r12 + 0x18,"MOV qword ptr [R12 + 0x18],0x1",write other [TODO]
xen_release_ptpage,0x1c5,ctx->r12 + 0x20,"MOV qword ptr [R12 + 0x20],0x0",write other [TODO]
xen_release_ptpage,0x1ce,ctx->r12 + 0x28,"MOV qword ptr [R12 + 0x28],0x7ff0",write other [TODO]
xen_release_ptpage,0x278,0xffffffff81025a60,CALL 0xffffffff81025a60,direct call
xen_release_pud,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_release_pud,0xe,0xffffffff8102ae20,CALL 0xffffffff8102ae20,direct call
xen_release_pud,0x14,,RET,ret
xen_release_pmd,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_release_pmd,0xe,0xffffffff8102ae20,CALL 0xffffffff8102ae20,direct call
xen_release_pmd,0x14,,RET,ret
xen_release_pte,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_release_pte,0xe,0xffffffff8102ae20,CALL 0xffffffff8102ae20,direct call
xen_release_pte,0x14,,RET,ret
xen_set_fixmap,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_set_fixmap,0xfe,0xffffffff81cfe1c0,CALL 0xffffffff81cfe1c0,direct call
xen_set_fixmap,0x114,,RET,ret
xen_set_fixmap,0x160,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_set_fixmap,0x17b,0xffffffff81087710,CALL 0xffffffff81087710,direct call
xen_set_fixmap,0x181,,RET,ret
xen_set_fixmap,0x1f2,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_alloc_pte,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
xen_alloc_pte,0x20,0xffffffff810285a0,CALL 0xffffffff810285a0,direct call
xen_alloc_pte,0x57,0xffffffff81028900,CALL 0xffffffff81028900,direct call
xen_alloc_pte,0x84,0xffffffff8102c4d0,CALL 0xffffffff8102c4d0,direct call
xen_alloc_pte,0xa5,0xffffffff82e4ba58,CALL qword ptr [0xffffffff82e4ba58],in-direct call
xen_alloc_pte,0xab,ctx->rsi,"MOV qword ptr [RSI],0xe",write other [TODO]
xen_alloc_pte,0xb2,ctx->rsi + 0x10,"MOV qword ptr [RSI + 0x10],R15",write other [TODO]
